Account_No	Loan_ID	Started_year	Started_date	Current Loan Amount	Monthly Debt	Interest.Rate	Maximum Open Credit
ACC455239288	76246-94911	2019	9/25/2019	192280	8042.32		313588
ACC45525298	5358-911	2019	8/14/2019	558580	23509.46		2232010
ACC455274342	5806-15693	2019	11/06/2019	309452	33072.16		1814472
ACC455278847	11780-106321	2019	09/06/2019	474122	16937.36		1256288
ACC455301130	17740-94024	2019	11/28/2019	258434	17142.18		372262
ACC455303036	72859-83228	2020	4/20/2020	216568	9975.19		506968
ACC455328259	6905-231206	2019	7/31/2019	336468	15726.68		328680
ACC455329195	74371-82287	2019	11/21/2019	671286	32659.1		886402
ACC455363936	13822-108298	2019	3/28/2019	393118	34940.62		855228
ACC455366702	251-196	2019	11/19/2019	468138	33919.94		537284
ACC455369850	76471-97424	2020	3/26/2020	225456	20639.51		811778
ACC455378527	72848-87620	2019	11/05/2019	64174	8415.1		310508
ACC455389123	74342-82181	2020	01/10/2020	139546	19121.41		248160
ACC455408252	75611-83180	2019	12/05/2019	307758	21247.13		652806
ACC455418980	6946-209745	2019	01/03/2019	228932	11397.91		648032
ACC45544961	74343-83660	2019	11/06/2019	173624	22318.16		316096
ACC455474177	76780-100176	2019	8/21/2019	135345	4416.55		287034
ACC455478095	7508-9452	2020	3/29/2020	348172	3644.96		468490
ACC455496974	14543-118984	2019	12/13/2019	346104	13445.16		449394
ACC455542274	9423-96855	2020	3/14/2020	374242	9648.2		243628
ACC455547162	7485-6527	2019	8/30/2019	455752	15420.78		685212
ACC455557529	75705-85405	2019	11/26/2019	220066	2394.76		367686
ACC455618872	22995-226726	2019	4/23/2019	256036	24537.55		295350
ACC455653586	7645-18919	2019	02/05/2019	135345	11701.34		73062
ACC455692092	2962-237666	2020	3/23/2020	269962	35507.2		746900
ACC455693936	7824-2544	2019	7/25/2019	575784	22916.66		914078
ACC45571378	14159-108196	2019	8/24/2019	53416	3580.55		51216
ACC455750175	7288-797	2019	8/26/2019	218768	20274.33		450428
ACC455753626	7484-6526	2019	5/14/2019	321882	38988		1553178
ACC455763311	28576-249788	2019	05/11/2019	110242	23135.73		2070640
ACC4557773	22943-210770	2020	1/30/2020	135345	16536.08		682594
ACC455839720	7230-546	2019	11/18/2019	329670	9357.69		1965568
ACC455844578	76958-138444	2019	4/23/2019	424116	24109.67		884598
ACC455855687	10948-103486	2019	09/09/2019	741158	37821.4		1445378
ACC455860301	9292-93762	2019	06/11/2019	137786	9638.89		489984
ACC455863174	19270-137587	2020	01/04/2020	552860	11439.33		464398
ACC455863761	7883-66420	2019	08/04/2019	496738	10674.01		987074
ACC455882104	24144-235965	2019	9/19/2019	559350	41085.6		1139820
ACC455899417	16976-171604	2019	4/29/2019	492756	20347.48		1310056
ACC455915523	10264-99992	2019	03/05/2019	356136	22683.72		279554
ACC455946479	72572-101779	2019	11/07/2019	516956	14031.5		1185844
ACC455974088	7668-7210	2020	05/04/2020	758450	14709.99		390170
ACC455981299	11678-225704	2019	04/03/2019	21802	15337.94		93764
ACC45599987	7616-25549	2019	4/24/2019	526636	61905.42		283118
ACC45600806	28590-249797	2019	11/10/2019	446600	51024.88		442332
ACC456009056	7300-1155	2019	12/03/2019	115434	12796.69		625922
ACC456058561	4195-138768	2019	11/22/2019	224378	7707.73		172744
ACC456060969	10949-102507	2019	4/20/2019	490930	14303.2		818664
ACC456061152	7913-89402	2019	7/24/2019	246488	14753.69		985842
ACC456119014	806-1538	2019	6/17/2019	712580	34865.76		1022428
ACC456183231	829-1539	2020	3/21/2020	674322	25842.66		191268
ACC456204591	73758-97513	2019	6/15/2019	606628	30400.76		1241922
ACC456227135	72248-29336	2019	10/22/2019	152548	9724.96		265672
ACC456229382	11782-104678	2020	3/31/2020	559746	39800.44		627044
ACC456285711	2747-89401	2019	8/21/2019	107712	4919.67		184008
ACC456329997	25329-240524	2020	1/18/2020	540100	22541.6		896984
ACC456347123	7306-1044	2020	03/03/2020	135345	8271.84		739684
ACC456360620	75175-76721	2019	8/29/2019	135345	8133.52		165660
ACC456362605	20166-195944	2019	06/11/2019	111870	1043.29		933988
ACC456363094	3857-141555	2020	4/23/2020	135345	10623.66		736604
ACC456423177	7701-45639	2019	8/18/2019	112794	9273.33		188694
ACC456471221	6999-91101	2019	08/12/2019	308374	16264.57		643522
ACC456500742	10500-101168	2019	10/18/2019	721094	44382.1		1746206
ACC456510920	29676-254345	2019	10/18/2019	216194	12158.86		4996068
ACC45652935	28221-250111	2019	12/31/2018	223916	36339.78		1074392
ACC456531192	851-1540	2020	02/05/2020	215314	17898		316140
ACC456562945	21689-195069	2019	04/12/2019	319660	18201.81		468072
ACC456607117	29950-223725	2019	2/15/2019	135345	11582.21		518672
ACC456614912	10020-99457	2020	2/14/2020	33594	15034.51		15730
ACC456643486	76547-95715	2019	4/18/2019	135345	25096.34		886380
ACC456662650	10353-100691	2019	7/18/2019	135345	15487.85		455026
ACC456666440	9601-97421	2020	4/22/2020	343508	6636.51		431618
ACC456673019	73725-107088	2019	3/21/2019	757988	17456.63		1087262
ACC456682852	7654-20620	2019	12/08/2019	772618	24064.26		880132
ACC456692411	27566-247184	2019	2/13/2019	135345	8702.95		280676
ACC456702579	23934-234364	2019	03/06/2019	197538	12605.74		311344
ACC456785016	877-1541	2019	11/21/2019	93236	8288.37		21934
ACC45679028	2851-92703	2020	4/23/2020	134090	9239.13		815540
ACC456800677	11903-105685	2019	12/08/2019	135345	15059.78		473924
ACC456802965	7461-6530	2020	3/27/2020	159478	6328.52		620246
ACC456821313	10190-99994	2019	09/06/2019	183216	18918.87		420750
ACC456833815	7751-62419	2019	08/06/2019	125664	4153.4		183458
ACC456847264	11342-104577	2019	1/20/2019	232012	18955.16		415360
ACC456854301	7482-6529	2019	09/11/2019	154968	11223.49		344344
ACC456861913	7752-62421	2020	3/13/2020	497200	31045.81		1150820
ACC45688680	76268-90407	2019	12/06/2019	135345	16590.61		3625556
ACC45689523	7864-83541	2019	07/03/2019	363682	41224.68		2211946
ACC456900364	9493-97222	2020	4/24/2020	135345	13129.76		107404
ACC456924010	23639-218124	2020	3/20/2020	447084	34686.4		764786
ACC456952978	19356-195704	2019	10/31/2019	386254	26087.76		669702
ACC456965592	7986-2241	2019	7/24/2019	260656	22510.44		340758
ACC457004476	7388-1372	2020	03/12/2020	55088	7325.26		35266
ACC45704748	76307-79814	2019	10/23/2019	262086	22690.37		118580
ACC457055458	25608-239097	2020	1/30/2020	134024	13382.84		408606
ACC457084513	2850-92920	2019	3/27/2019	135345	13080.36		532312
ACC45708594	7287-1158	2020	04/01/2020	390808	16181.92		401214
ACC45709092	815-1542	2019	9/17/2019	134904	7708.87		640486
ACC457091477	7836-81480	2019	10/06/2019	135345	25334.03		1139864
ACC457105910	13783-109047	2020	05/11/2020	223652	6064.04		205568
ACC457147874	9641-97804	2020	1/14/2020	107932	6226.49		0
ACC457149254	9640-96852	2020	4/17/2020	135345	15838.97		740278
ACC4571803	7367-799	2020	1/22/2020	521510	66526.6		3243922
ACC457242983	8645-94463	2019	9/26/2019	237930	10472.8		330594
ACC457257120	76990-137600	2019	3/23/2019	438372	26208.22		594176
ACC457273297	11172-104313	2020	3/20/2020	178354	22040.19		888888
ACC457311060	7366-1264	2020	3/24/2020	89254	33240.5		593406
ACC457342953	7477-1934	2019	3/30/2019	217316	17720.35		471834
ACC457362714	76269-80253	2020	2/14/2020	396572	12521.76		424270
ACC457364496	805-1543	2020	3/13/2020	443432	18229.17		802362
ACC457366227	14466-113795	2020	1/26/2020	83820	6688.76		263868
ACC457370728	28318-250022	2019	7/27/2019	530662	16215.55		903540
ACC457382298	7863-83540	2020	03/11/2020	448008	12732.09		641036
ACC45739667	9265-96045	2020	2/19/2020	428120	13854.99		684090
ACC457396880	27921-248884	2019	04/10/2019	176110	53828.14		2697420
ACC457398272	76851-113958	2020	1/24/2020	135345	33712.84		1389586
ACC45741842	28525-249883	2019	02/02/2019	135345	19953.23		777106
ACC457435730	76306-93245	2019	2/21/2019	135345	9273.52		322850
ACC457457511	7252-547	2019	03/02/2019	391688	27907.39		872718
ACC457472906	76967-137802	2019	12/03/2019	483802	14039.1		788942
ACC457486731	75540-48279	2020	03/05/2020	335742	14771.93		604428
ACC457495356	27448-247649	2019	1/14/2019	109076	6201.03		133012
ACC457556765	27435-247554	2020	02/12/2020	196020	31502		688292
ACC45758059	76705-98089	2020	01/10/2020	542036	3089.59		1196734
ACC457581422	24865-239185	2020	4/24/2020	55396	7212.02		491700
ACC457606682	27538-247115	2019	9/18/2019	402182	9109.55		457006
ACC457610398	7633-20221	2020	02/07/2020	265540	13854.99		256630
ACC457651016	848-1792	2020	03/02/2020	404206	42354.99		707256
ACC457676199	853-1791	2019	05/06/2019	118558	13083.78		435116
ACC457710198	22967-176905	2020	04/08/2020	456368	5755.67		1119184
ACC45779327	7740-60999	2020	4/18/2020	251482	17415.4		268202
ACC457814138	73804-101784	2020	4/21/2020	336314	55240.79		2367728
ACC457816395	14745-119504	2019	08/02/2019	247412	6194		483846
ACC457818199	4196-138149	2019	08/12/2019	645678	38554.04		574134
ACC457824252	7505-247007	2019	12/05/2019	725428	21405.4		439604
ACC457828537	804-1790	2019	10/10/2019	135345	32104.87		234124
ACC457892190	8644-93763	2019	03/03/2019	374572	35113.9		1025376
ACC457921375	7580-11036	2019	04/03/2019	89650	16621.39		369666
ACC457929520	76679-104731	2019	6/26/2019	737550	25304.96		927344
ACC457967130	8646-93508	2020	03/05/2020	166782	9490.69		125840
ACC457972281	70055-131064	2019	10/12/2019	135345	23331.81		891066
ACC457976291	7676-20500	2019	04/10/2019	351340	45513.36		753214
ACC457980746	75238-85016	2019	1/31/2019	331430	33254.37		320386
ACC457980770	7369-1383	2020	2/26/2020	445852	47233.24		905036
ACC458003937	11036-103474	2020	4/13/2020	108878	19744.61		464134
ACC45802149	7877-83860	2019	3/21/2019	295152	15481.39		420838
ACC458042353	13235-105606	2019	8/29/2019	48268	2789.77		85250
ACC458178552	23852-232305	2019	8/25/2019	784784	71786.94		1040336
ACC458230184	10229-99170	2020	3/25/2020	135345	9478.72		271524
ACC458243839	10725-100383	2019	4/28/2019	92796	14490.54		355762
ACC458261483	723-2014	2019	01/07/2019	281358	25405.85		579700
ACC458280176	17827-160146	2019	11/19/2019	563596	12265.64		652212
ACC458333846	76882-100073	2019	3/25/2019	293656	14621.07		512072
ACC458408676	10439-100821	2019	4/19/2019	353716	24725.65		789448
ACC458415830	19851-75281	2019	02/06/2019	51964	50479.2		811008
ACC458444220	7569-238095	2019	2/27/2019	786016	38111.53		2012450
ACC458453323	22039-214964	2019	12/04/2019	135345	23343.59		928202
ACC458455289	7759-93448	2019	4/19/2019	585640	39079.58		1344046
ACC458458771	7689-49699	2019	1/17/2019	221936	12458.68		1324774
ACC458461448	7299-184944	2019	7/30/2019	200332	794.01		924264
ACC458462016	24497-238087	2019	05/07/2019	26400	24392.96		1166968
ACC458479942	7685-38819	2019	7/15/2019	665412	18582		819082
ACC458486755	70302-137284	2019	6/15/2019	298650	16249.75		149688
ACC458493434	7765-52560	2019	01/07/2019	216810	6343.72		85470
ACC458528959	7610-17294	2020	4/16/2020	322080	10087.86		164714
ACC458572317	7237-703	2019	1/15/2019	623128	11019.81		1431738
ACC458575174	74866-97711	2020	02/11/2020	392678	11367.7		78496
ACC458581293	8076-150985	2019	04/12/2019	260392	30280.11		1195656
ACC458614773	13641-108262	2019	10/22/2019	54560	21358.85		213928
ACC458620266	79779-121145	2019	12/16/2019	71500	11336.73		203126
ACC45863587	23466-230290	2020	1/15/2020	433488	63643.92		1312564
ACC458644121	74837-80532	2019	10/12/2019	118866	3024.8		271986
ACC458674700	7715-40480	2019	05/10/2019	355124	21018.94		432520
ACC45868687	7760-50439	2020	03/03/2020	257840	6904.6		296384
ACC458692732	3716-145344	2019	9/17/2019	135345	17216.28		510048
ACC458796344	16039-167106	2019	04/09/2019	323862	8224.72		670252
ACC458840214	21159-160244	2019	10/09/2019	65406	52428.41		741092
ACC458843003	75425-107208	2019	6/19/2019	179828	13983.05		213422
ACC458867798	15122-156865	2019	06/04/2019	385814	9729.71		336336
ACC458915504	7572-13731	2019	09/11/2019	786632	37112.7		1076240
ACC45897766	7815-75280	2020	02/08/2020	436656	37368.63		2368872
ACC459065210	15556-207969	2019	10/05/2019	225368	14597.7		572242
ACC45907644	7784-66360	2020	2/27/2020	251042	7211.45		120098
ACC459117390	7845-71781	2020	3/23/2020	161656	1903.42		331650
ACC459148661	26030-243146	2019	05/11/2019	257290	15462.77		354310
ACC459296855	722-970	2019	3/21/2019	186340	10302.18		265122
ACC459307939	719-1122	2020	2/27/2020	551430	26961.19		590832
ACC459318496	8666-86881	2020	2/18/2020	368940	19036.86		435270
ACC459322763	75702-94031	2019	9/30/2019	150260	2330.73		1118458
ACC459327279	712-1120	2020	2/19/2020	135345	6942.22		358754
ACC459335648	7240-704	2019	5/13/2019	135345	40421.36		1382876
ACC459367306	8759-86882	2019	04/04/2019	135345	11315.64		676148
ACC459400225	7350-780	2019	6/14/2019	379830	19913.9		216678
ACC459415070	21424-211944	2019	9/27/2019	268532	12941.09		333036
ACC459427143	7865-54021	2020	04/02/2020	441936	49346.99		468336
ACC459427750	17818-181024	2020	4/15/2020	523930	26585.75		198550
ACC459469428	2748-88141	2019	09/12/2019	175406	19081.89		572176
ACC459469730	74153-17931	2020	02/03/2020	513590	23424.15		782694
ACC459540748	7892-52479	2019	6/30/2019	153934	18344.88		307648
ACC459551492	7415-1846	2019	1/30/2019	380072	13471.57		1287154
ACC459571469	11480-104696	2019	8/29/2019	54450	24213.03		6534
ACC459580354	74453-17932	2019	11/03/2019	285340	12523.28		288530
ACC459593693	2749-50420	2019	4/25/2019	357742	18344.31		346610
ACC459601771	13234-107243	2019	11/14/2019	349602	29516.31		327492
ACC459643925	702-1112	2020	3/20/2020	391974	9312.85		303930
ACC459646839	23832-233225	2019	10/03/2019	134904	5128.29		111056
ACC459669945	20275-204207	2020	05/05/2020	549890	30140.65		798644
ACC459671119	8665-89460	2019	8/20/2019	135345	15106.52		294580
ACC459697396	735-968	2019	10/23/2019	449988	15838.97		740278
ACC459739707	9793-98465	2019	1/29/2019	478918	29667.17		493878
ACC459751391	70004-26515	2020	03/11/2020	80938	7708.3		148324
ACC459752271	20918-194705	2020	05/06/2020	217316	3792.97		494956
ACC459781988	716-1121	2020	05/10/2020	742852	27184.63		1106534
ACC459782062	7632-26887	2019	11/20/2019	615252	17291.52		72116
ACC459802544	7172-150404	2019	10/14/2019	403524	2827.2		116798
ACC459845979	25880-242727	2019	02/10/2019	135345	33892.01		575850
ACC459865496	726-2027	2019	05/11/2019	270226	10910.56		622534
ACC459875009	11247-103892	2019	1/22/2019	392436	7118.92		2531100
ACC459888208	715-1119	2020	1/24/2020	260392	6398.63		211244
ACC459896850	7762-62959	2020	04/04/2020	135345	7437.17		486266
ACC459900250	10898-102107	2019	8/21/2019	135345	31435.88		972510
ACC45996306	9392-95294	2019	4/25/2019	71126	18257.86		528572
ACC459971755	49899-271484	2020	3/28/2020	174856	12883.14		227370
ACC460063636	72453-5260	2019	7/28/2019	305756	20030.75		305602
ACC460071915	7281-766	2020	03/03/2020	311344	9477.58		443982
ACC46008319	725-2024	2020	01/07/2020	553080	28050.65		627836
ACC46009190	11869-105617	2019	07/11/2019	646272	16682.57		1457434
ACC460112897	21772-214865	2019	9/19/2019	131626	5837.94		301268
ACC460128900	728-239264	2019	2/22/2019	408254	2544.48		644710
ACC460147611	22797-220545	2019	08/12/2019	115456	13693.87		784542
ACC460159092	22473-220544	2020	4/20/2020	556886	22674.6		908314
ACC460163864	74239-38379	2019	10/26/2019	592636	43718.05		914628
ACC46016398	25349-240547	2020	05/05/2020	767162	21863.87		1460052
ACC460166277	25465-241066	2019	11/07/2019	314358	9156.67		257818
ACC46017755	19208-197884	2020	4/17/2020	135345	9813.88		1118898
ACC460182694	10899-102736	2019	9/25/2019	259600	6725.81		164670
ACC460223572	79396-97468	2019	1/18/2019	90684	12152.4		899954
ACC460230994	75735-94538	2020	04/03/2020	135345	15712.43		430936
ACC460274743	2947-92700	2019	04/09/2019	64922	5386.5		71346
ACC46030482	74565-76061	2020	2/27/2020	539418	30049.83		1212618
ACC460327611	8187-151764	2019	6/19/2019	135345	8538.79		523160
ACC460339734	28585-250251	2019	05/10/2019	309870	22503.22		519552
ACC460352258	18203-186064	2019	12/05/2019	675180	23820.11		1723062
ACC460353193	7789-69284	2019	8/19/2019	325842	13592.41		0
ACC46041808	25599-241155	2019	08/12/2019	214060	33510.68		715308
ACC460450336	74731-97006	2019	3/19/2019	535766	20301.12		821590
ACC460461571	14253-117484	2019	01/07/2019	559900	23774.7		461780
ACC460486053	73836-100578	2019	09/10/2019	175186	28334.51		316404
ACC460504763	76335-95673	2020	04/05/2020	135345	20698.41		267036
ACC460563422	23270-228345	2019	12/12/2019	135345	18476.93		1198230
ACC460563557	7591-12893	2019	07/11/2019	293656	6082.66		815188
ACC460570678	7775-57239	2020	1/21/2020	757526	5397.33		450120
ACC460596876	24488-231484	2019	10/26/2019	255992	11457		855624
ACC460607056	48486-263338	2019	1/25/2019	317306	14757.11		409574
ACC460624039	48666-257226	2019	06/11/2019	427812	20526.08		466972
ACC460657291	79761-98319	2019	10/13/2019	212608	26419.5		301048
ACC460673033	11037-97631	2019	11/21/2019	334818	25605.16		749650
ACC460697734	28608-249873	2020	3/23/2020	98494	41504.55		293062
ACC460710847	24857-232566	2020	3/24/2020	135345	14566.92		430166
ACC460729182	8475-31199	2019	8/23/2019	455026	5663.52		662200
ACC460739714	11387-105395	2019	11/05/2019	135345	8349.17		204864
ACC460752014	29952-254207	2020	03/09/2020	365420	18741.41		415184
ACC460771288	11956-98744	2019	11/07/2019	150392	46339.48		739706
ACC460777329	9907-98589	2019	01/08/2019	241098	15374.23		521532
ACC460789233	8316-5449	2019	2/19/2019	152416	285.19		188716
ACC460795301	8275-1577	2019	5/25/2019	135345	27263.48		267630
ACC46079887	8566-79262	2019	6/29/2019	437756	27100.84		1961608
ACC460826531	49266-238016	2019	10/13/2019	356928	14513.72		553498
ACC460857209	22364-193144	2019	8/22/2019	135345	39638.37		680570
ACC460863044	9517-95430	2019	6/21/2019	80982	11871.39		319594
ACC460951164	8248-696	2019	02/08/2019	472582	13199.68		647812
ACC460976850	10354-100248	2019	04/12/2019	445412	36481.52		472208
ACC460977584	8235-1067	2019	05/07/2019	216150	7942.95		298100
ACC460978487	8588-85183	2019	5/31/2019	255068	6154.48		0
ACC460992242	8257-191205	2019	4/18/2019	333608	15077.64		649000
ACC461049108	11388-105377	2019	8/14/2019	135345	12253.1		745162
ACC461055772	28345-249734	2019	11/14/2019	135345	10197.3		295812
ACC461086173	11605-102741	2019	5/16/2019	224334	3310.75		183590
ACC461093289	8334-12112	2019	8/28/2019	563354	23843.67		953920
ACC461110970	8307-7052	2019	10/21/2019	265452	18710.25		570658
ACC46114737	8261-1535	2019	4/26/2019	225390	8759.57		259336
ACC461195390	8262-1068	2019	04/05/2019	777546	17164.03		852302
ACC461199265	8354-4092	2020	3/14/2020	280016	15378.41		600930
ACC46122234	75289-44839	2019	7/30/2019	159500	6819.48		457908
ACC46123907	22555-220044	2019	10/24/2019	97680	13721.23		187154
ACC461264032	76473-97108	2020	3/30/2020	191422	6460.38		396682
